HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.WORDS,Answer.categories,Approve,Reject
3Y3CZJSZ9JS8ZCP22EUGT5SVA01R5G,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:20 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:20 PDT 2018,,,3RXCAC0YIRP3JOXKA3C8V5K0D368G6,A1IOMFFEKCWOIT,Submitted,Sat Apr 07 10:02:54 PDT 2018,Sat Apr 07 10:03:49 PDT 2018,Tue Apr 10 10:03:49 PDT 2018,,,,55,0% (0/0),0% (0/0),0% (0/0),Bottle,3,,
3A3KKYU7P2GBFFRUT7L8X6BYOA6WME,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:21 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:21 PDT 2018,,,3S4AW7T80BIIMFOJ9RJBRL937YWL4I,A1IOMFFEKCWOIT,Submitted,Sat Apr 07 09:58:47 PDT 2018,Sat Apr 07 09:59:46 PDT 2018,Tue Apr 10 09:59:46 PDT 2018,,,,59,0% (0/0),0% (0/0),0% (0/0),Donkey,5,,
3XBXDSS887I6YXEZ30GFZCAGX7MLXU,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:40:58 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:40:58 PDT 2018,,,3SNLUL3WO4NH3DIYOXAT4P7X6BHULB,A1IOMFFEKCWOIT,Submitted,Sat Apr 07 09:53:19 PDT 2018,Sat Apr 07 09:53:32 PDT 2018,Tue Apr 10 09:53:32 PDT 2018,,,,13,0% (0/0),0% (0/0),0% (0/0),Moose,4,,
3XD2A6FGFMT31ERRKT72VV2TIY49SE,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:19 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:19 PDT 2018,,,3TAYZSBPLL8VNE4MPMXOASQ0FE82SH,A1IOMFFEKCWOIT,Submitted,Sat Apr 07 09:58:22 PDT 2018,Sat Apr 07 09:58:43 PDT 2018,Tue Apr 10 09:58:43 PDT 2018,,,,21,0% (0/0),0% (0/0),0% (0/0),Brachiosaurus,10,,
375VSR8FVV866Q9R921WI9ZQBZ9RZN,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:40:52 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:40:52 PDT 2018,,,3TPZPLC3M0CNV4KD157ZYXQHY8YP3W,A1IOMFFEKCWOIT,Submitted,Sat Apr 07 09:52:48 PDT 2018,Sat Apr 07 09:53:01 PDT 2018,Tue Apr 10 09:53:01 PDT 2018,,,,13,0% (0/0),0% (0/0),0% (0/0),Iphone,4,,
341H3G5YFZDI6WPSFPIHYDY3299Z0W,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:17 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:17 PDT 2018,,,3TVSS0C0E10IEUF8S6RL842BL4FTWD,A1IOMFFEKCWOIT,Submitted,Sat Apr 07 09:55:47 PDT 2018,Sat Apr 07 09:56:12 PDT 2018,Tue Apr 10 09:56:12 PDT 2018,,,,25,0% (0/0),0% (0/0),0% (0/0),Zebra Shark,7,,
3WRAAIUSBIYP2ENV69RPQYU53VNAX1,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:40:48 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:40:48 PDT 2018,,,3U4J9857OEB3STKQKCSOGUX8M63B70,A1IOMFFEKCWOIT,Submitted,Sat Apr 07 09:45:21 PDT 2018,Sat Apr 07 09:46:36 PDT 2018,Tue Apr 10 09:46:36 PDT 2018,,,,75,0% (0/0),0% (0/0),0% (0/0),Pig,9,,
322ZSN9Z5FJ3J8YUSYG1OSNZYP34T1,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:40:40 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:40:40 PDT 2018,,,3U84XHCDICD2R45NOSAKZ0K1M7ZZ4A,A1IOMFFEKCWOIT,Submitted,Sat Apr 07 09:47:09 PDT 2018,Sat Apr 07 09:47:48 PDT 2018,Tue Apr 10 09:47:48 PDT 2018,,,,39,0% (0/0),0% (0/0),0% (0/0),Binders,4,,
3BDORL6HKJCTYXYHHOHO7BY52HOCRA,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:25 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:25 PDT 2018,,,3VBEN272MKZL28CTO1IDCWK1PXDGSE,A1IOMFFEKCWOIT,Submitted,Sat Apr 07 09:59:15 PDT 2018,Sat Apr 07 09:59:32 PDT 2018,Tue Apr 10 09:59:32 PDT 2018,,,,17,0% (0/0),0% (0/0),0% (0/0),Radiator,6,,
3TY2U1TEB69Z8NLAJBP1SOP9IK2JJ2,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:40:56 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:40:56 PDT 2018,,,3VD82FOHKQOTN44VFY5L20PLUGHCO2,A1IOMFFEKCWOIT,Submitted,Sat Apr 07 09:56:24 PDT 2018,Sat Apr 07 09:56:51 PDT 2018,Tue Apr 10 09:56:51 PDT 2018,,,,27,0% (0/0),0% (0/0),0% (0/0),Clownfish,4,,
3KVQ0UJWPWKD786O184MG40C2FGW5O,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:16 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:16 PDT 2018,,,3VNXK88KKCIMFQ6P4QH8V2ILKOCV97,A1IOMFFEKCWOIT,Submitted,Sat Apr 07 09:59:47 PDT 2018,Sat Apr 07 10:00:11 PDT 2018,Tue Apr 10 10:00:11 PDT 2018,,,,24,0% (0/0),0% (0/0),0% (0/0),Persimmon,1,,
3BCRDCM0OCTIVCCLHDVOKZKHB3J6KJ,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:11 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:11 PDT 2018,,,3VSOLARPKB923H46KGB2C7Q2T4H93M,A1IOMFFEKCWOIT,Submitted,Sat Apr 07 09:53:04 PDT 2018,Sat Apr 07 09:53:16 PDT 2018,Tue Apr 10 09:53:16 PDT 2018,,,,12,0% (0/0),0% (0/0),0% (0/0),Plum,1,,
31SIZS5W58EXSY80M6IJRGNM6WOQRS,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:14 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:14 PDT 2018,,,3WI0P0II61S6P92P7MH0G1C8Q3CDRB,A1IOMFFEKCWOIT,Submitted,Sat Apr 07 09:54:34 PDT 2018,Sat Apr 07 09:55:51 PDT 2018,Tue Apr 10 09:55:51 PDT 2018,,,,77,0% (0/0),0% (0/0),0% (0/0),Triceratops,6,,
3XBYQ44Z6O3FSAHE24MKJK6QII2WTF,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:24 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:24 PDT 2018,,,3WYGZ5XF3WFQ4U8CES3SAOCUWEUSKT,A1IOMFFEKCWOIT,Submitted,Sat Apr 07 09:59:33 PDT 2018,Sat Apr 07 09:59:43 PDT 2018,Tue Apr 10 09:59:43 PDT 2018,,,,10,0% (0/0),0% (0/0),0% (0/0),Airplane,10,,
3BDORL6HKJCTYXYHHOHO7BY52HNRCO,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:21 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:21 PDT 2018,,,3X65QVEQI0NLHJ1Y26PTAJLRZBDLCV,A1IOMFFEKCWOIT,Submitted,Sat Apr 07 09:59:15 PDT 2018,Sat Apr 07 09:59:29 PDT 2018,Tue Apr 10 09:59:29 PDT 2018,,,,14,0% (0/0),0% (0/0),0% (0/0),Teddies,4,,
3Y3N5A7N4F8F4KMU883WI3WEZI6YMF,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:12 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:12 PDT 2018,,,3Y5140Z9DXG2L72WM8EM23S6HQWPIX,A1IOMFFEKCWOIT,Submitted,Sat Apr 07 09:54:20 PDT 2018,Sat Apr 07 09:55:16 PDT 2018,Tue Apr 10 09:55:16 PDT 2018,,,,56,0% (0/0),0% (0/0),0% (0/0),Rug,6,,
3B623HUYJ3P3N98HF11OVZ7IYSLS87,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:40:56 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:40:56 PDT 2018,,,3YDTZAI2WXG5W8KFGH1S760P9SQ41U,A1IOMFFEKCWOIT,Submitted,Sat Apr 07 09:55:15 PDT 2018,Sat Apr 07 09:55:34 PDT 2018,Tue Apr 10 09:55:34 PDT 2018,,,,19,0% (0/0),0% (0/0),0% (0/0),Mollusk,2,,
3TRB893CSI9WXQU7AWF1SLSKZXM7GG,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:23 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:23 PDT 2018,,,3YDTZAI2WXG5W8KFGH1S760P9SR41V,A1IOMFFEKCWOIT,Submitted,Sat Apr 07 09:57:59 PDT 2018,Sat Apr 07 09:58:25 PDT 2018,Tue Apr 10 09:58:25 PDT 2018,,,,26,0% (0/0),0% (0/0),0% (0/0),Windshield Wiper,6,,
3A520CCNWMZGWEWEB41X299YNPDAET,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:26 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:26 PDT 2018,,,3Z2R0DQ0JHEUDVZ4ORDJLBMLENZE2S,A1IOMFFEKCWOIT,Submitted,Sat Apr 07 09:59:37 PDT 2018,Sat Apr 07 10:00:02 PDT 2018,Tue Apr 10 10:00:02 PDT 2018,,,,25,0% (0/0),0% (0/0),0% (0/0),Hit,7,,
32W3UF2EZNKMXRWJ6CLBZINVA34C4R,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:17 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:17 PDT 2018,,,3ZAK8W07I4E46HTCZ4OA65F93EA0UE,A1IOMFFEKCWOIT,Submitted,Sat Apr 07 09:59:55 PDT 2018,Sat Apr 07 10:00:29 PDT 2018,Tue Apr 10 10:00:29 PDT 2018,,,,34,0% (0/0),0% (0/0),0% (0/0),Face,4,,
368IUKXGA47J6391U50WGG6G5DOP62,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:40:51 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:40:51 PDT 2018,,,3ZOTGHDK5IB9ULTRCKVLH5T3GJ0SO9,A1IOMFFEKCWOIT,Submitted,Sat Apr 07 09:48:58 PDT 2018,Sat Apr 07 09:49:21 PDT 2018,Tue Apr 10 09:49:21 PDT 2018,,,,23,0% (0/0),0% (0/0),0% (0/0),Boar,6,,
39N6W9XWRCMFCAQ8X5515YCH3WUYG7,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:10 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:10 PDT 2018,,,3ZPPDN2SLVW5DFK390SYVYUZKT89EE,A1IOMFFEKCWOIT,Submitted,Sat Apr 07 09:55:37 PDT 2018,Sat Apr 07 09:56:16 PDT 2018,Tue Apr 10 09:56:16 PDT 2018,,,,39,0% (0/0),0% (0/0),0% (0/0),Window,6,,
37SOB9Z0SRWUIZ7LJB9RSWLCQCM3LD,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:06 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:06 PDT 2018,,,3ZSANO2JCF7FO8GYDHCVUBKPOIBSFP,A1IOMFFEKCWOIT,Submitted,Sat Apr 07 09:54:48 PDT 2018,Sat Apr 07 09:55:13 PDT 2018,Tue Apr 10 09:55:13 PDT 2018,,,,25,0% (0/0),0% (0/0),0% (0/0),Shoe Lace,4,,
3MDKGGG61PMHYV28BM9GLQ7DUGA6TP,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:14 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:14 PDT 2018,,,3ZY8KE4ISJ3S7PNBLSSUHX8AUOGVQT,A1IOMFFEKCWOIT,Submitted,Sat Apr 07 10:00:47 PDT 2018,Sat Apr 07 10:07:19 PDT 2018,Tue Apr 10 10:07:19 PDT 2018,,,,392,0% (0/0),0% (0/0),0% (0/0),Simmer,4,,
3VMV5CHJZ7EJVORENZI2XHK2OUCTGD,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:10 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:10 PDT 2018,,,34X6J5FLPTYJGUNH43EBE9XGZ16QJ0,A1IQ8YHTZLFEVG,Submitted,Sat Apr 07 09:52:10 PDT 2018,Sat Apr 07 09:52:14 PDT 2018,Tue Apr 10 09:52:14 PDT 2018,,,,4,0% (0/0),0% (0/0),0% (0/0),Perfume,3,,
3D06DR5224IE82ORS2PGFHE7WR3MAT,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:02 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:02 PDT 2018,,,351SEKWQS0HFSTPX2ELJU2IYKGBMDU,A1IQ8YHTZLFEVG,Submitted,Sat Apr 07 09:50:04 PDT 2018,Sat Apr 07 09:50:08 PDT 2018,Tue Apr 10 09:50:08 PDT 2018,,,,4,0% (0/0),0% (0/0),0% (0/0),Sandal,5,,
3OJX0UFJ0Y6JGRJV9Y22AWKH3VO9UT,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:40:38 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:40:38 PDT 2018,,,35GCEFQ6I5OH98MJOE51PVSV873Z3P,A1IQ8YHTZLFEVG,Submitted,Sat Apr 07 09:46:44 PDT 2018,Sat Apr 07 09:46:49 PDT 2018,Tue Apr 10 09:46:49 PDT 2018,,,,5,0% (0/0),0% (0/0),0% (0/0),Sneakers,5,,
3QGTX7BCHO1H13BTCVOTF8UUJHL5ZO,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:02 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:02 PDT 2018,,,35L9RVQFCOIFHHZ8XCVVCXEQPU7UH3,A1IQ8YHTZLFEVG,Submitted,Sat Apr 07 09:50:33 PDT 2018,Sat Apr 07 09:50:36 PDT 2018,Tue Apr 10 09:50:36 PDT 2018,,,,3,0% (0/0),0% (0/0),0% (0/0),Glove,4,,
372AGES0I34H1V9C8KDBLOJF3ZBXRW,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:40:58 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:40:58 PDT 2018,,,3IUZPWIU1O7JBBPLYXDT7DFF2RNKWX,A1IQ8YHTZLFEVG,Submitted,Sat Apr 07 09:51:34 PDT 2018,Sat Apr 07 09:51:38 PDT 2018,Tue Apr 10 09:51:38 PDT 2018,,,,4,0% (0/0),0% (0/0),0% (0/0),Seed,1,,
3BFNCI9LYJPV3EIJFH8H9R3BVSG737,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:40:37 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:40:37 PDT 2018,,,3M68NM076H7740NAXZ9MAV2G9HMR6U,A1IQ8YHTZLFEVG,Submitted,Sat Apr 07 09:46:18 PDT 2018,Sat Apr 07 09:46:27 PDT 2018,Tue Apr 10 09:46:27 PDT 2018,,,,9,0% (0/0),0% (0/0),0% (0/0),Carrots,4,,
3B9J25CZ24C5ZCYUWDHTXL31OJ6CSX,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:40:38 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:40:38 PDT 2018,,,3NQL1CS15R81GREXC29OUJBCTXTYVV,A1IQ8YHTZLFEVG,Submitted,Sat Apr 07 09:49:56 PDT 2018,Sat Apr 07 09:50:00 PDT 2018,Tue Apr 10 09:50:00 PDT 2018,,,,4,0% (0/0),0% (0/0),0% (0/0),Black Rhinoceros,8,,
3GKAWYFRAOSIRCOG4S8AMMG8MZBPDU,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:40:53 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:40:53 PDT 2018,,,3OLQQLKKNSPUJRXCVCJBKS82GYHEJB,A1IQ8YHTZLFEVG,Submitted,Sat Apr 07 09:47:00 PDT 2018,Sat Apr 07 09:47:03 PDT 2018,Tue Apr 10 09:47:03 PDT 2018,,,,3,0% (0/0),0% (0/0),0% (0/0),Lobster,5,,
3E6L1VR4XVL7FQK7G24R4MSC3726FH,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:09 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:09 PDT 2018,,,3U8YCDAGXPGCEOMVIV45W4IK0S10Q4,A1IQ8YHTZLFEVG,Submitted,Sat Apr 07 09:52:52 PDT 2018,Sat Apr 07 09:52:56 PDT 2018,Tue Apr 10 09:52:56 PDT 2018,,,,4,0% (0/0),0% (0/0),0% (0/0),Polar Bear,7,,
3PKJ68EHDMV3HHQKVBMGGB9U5SYJHX,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:40:54 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:40:54 PDT 2018,,,30OG32W0SUBQ2HOXAAB3DZPJPIMNEO,A1MMYU018LRNIC,Submitted,Sat Apr 07 09:48:57 PDT 2018,Sat Apr 07 09:49:17 PDT 2018,Tue Apr 10 09:49:17 PDT 2018,,,,20,0% (0/0),0% (0/0),0% (0/0),Tarantula,7,,
3QQUBC64ZDDWMXHKFDWUC4E522MNXY,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:40:53 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:40:53 PDT 2018,,,31QTRG6Q2TDOB7H1QQ0PORMU79SYPA,A1MMYU018LRNIC,Submitted,Sat Apr 07 09:49:41 PDT 2018,Sat Apr 07 09:50:10 PDT 2018,Tue Apr 10 09:50:10 PDT 2018,,,,29,0% (0/0),0% (0/0),0% (0/0),Soap,4,,
3XABXM4AJ04RATT4NXCJ0ZSHG418QZ,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:04 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:04 PDT 2018,,,345LHZDEDXS0N9S9IR6T83DG6PQU3X,A1MMYU018LRNIC,Submitted,Sat Apr 07 09:52:51 PDT 2018,Sat Apr 07 09:53:07 PDT 2018,Tue Apr 10 09:53:07 PDT 2018,,,,16,0% (0/0),0% (0/0),0% (0/0),Echidna,6,,
3IH9TRB0FAYWIVL0B4YVCNENBODI1L,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:40:40 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:40:40 PDT 2018,,,34FNN24DCM9KIXZI6BRBQLHDG9SY5P,A1MMYU018LRNIC,Submitted,Sat Apr 07 09:52:35 PDT 2018,Sat Apr 07 09:52:50 PDT 2018,Tue Apr 10 09:52:50 PDT 2018,,,,15,0% (0/0),0% (0/0),0% (0/0),Cookie,4,,
3BFF0DJK8WBMLT05IZCJMV35C56STW,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:04 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:04 PDT 2018,,,37U1UTWH9VMU8E6YQE6KU9Y7FCER8I,A1MMYU018LRNIC,Submitted,Sat Apr 07 09:52:24 PDT 2018,Sat Apr 07 09:52:34 PDT 2018,Tue Apr 10 09:52:34 PDT 2018,,,,10,0% (0/0),0% (0/0),0% (0/0),Convenience Store,9,,
3IVKZBIBJZ8WGK9AI5VU8C0H1BBSHM,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:40:58 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:40:58 PDT 2018,,,39U1BHVTDLRLNWDKIMGJ37RENBK3TG,A1MMYU018LRNIC,Submitted,Sat Apr 07 09:53:08 PDT 2018,Sat Apr 07 09:53:16 PDT 2018,Tue Apr 10 09:53:16 PDT 2018,,,,8,0% (0/0),0% (0/0),0% (0/0),Living Room,9,,
3O0M2G5VC51KZTPGUSBKXSMN4I1947,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:08 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:08 PDT 2018,,,3AMYWKA6YBM47NVU57SIG0XBYU4O6K,A1MMYU018LRNIC,Submitted,Sat Apr 07 09:52:15 PDT 2018,Sat Apr 07 09:52:23 PDT 2018,Tue Apr 10 09:52:23 PDT 2018,,,,8,0% (0/0),0% (0/0),0% (0/0),T-shirt,7,,
3MWOYZD5WUN9SO3SEM9YTRNCQYHONU,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:01 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:01 PDT 2018,,,3AQF3RZ558IA1AI1649ST6OX6TD6FG,A1MMYU018LRNIC,Submitted,Sat Apr 07 09:50:10 PDT 2018,Sat Apr 07 09:50:29 PDT 2018,Tue Apr 10 09:50:29 PDT 2018,,,,19,0% (0/0),0% (0/0),0% (0/0),Woods,9,,
3MJ9GGZYO25O1YKYIK6W0809QMMA2Q,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:40:40 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:40:40 PDT 2018,,,3BF51CHDTVAZ1VNSZ5HBNQQJ953H0N,A1MMYU018LRNIC,Submitted,Sat Apr 07 09:47:49 PDT 2018,Sat Apr 07 09:48:04 PDT 2018,Tue Apr 10 09:48:04 PDT 2018,,,,15,0% (0/0),0% (0/0),0% (0/0),Zorilla,5,,
